image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000397.jpg,"['aeroplane', 'car', 'person']",6.868803977966309,-13.847112655639648,-11.73996639251709,-9.8642578125,-11.058394432067873,-16.108699798583984,2.622056722640991,-14.450111389160156,-19.491891860961918,-14.150010108947754,-17.565731048583984,-9.28329372406006,-9.738442420959473,-13.14026927947998,8.24981689453125,-17.33570098876953,-11.213773727416992,-11.681512832641602,-11.676356315612791,-18.603899002075195
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000398.jpg,['tvmonitor'],-13.520346641540527,-12.218661308288574,-13.57968044281006,-13.26351261138916,-10.439373970031738,-8.505677223205566,-12.838586807250977,-14.704460144042969,-0.496705025434494,-14.9259033203125,-3.467440366744995,-9.652658462524414,-13.39658260345459,-19.99823570251465,-4.326920032501221,-4.372809410095215,-17.511159896850586,-8.146939277648926,-12.929049491882324,-3.294296264648437
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000399.jpg,['car'],-16.86655616760254,-9.681361198425291,-9.983316421508787,-9.366698265075684,-20.94079971313477,-17.173330307006836,11.488210678100586,-6.814627647399902,-15.265342712402344,-7.973675727844238,-13.051480293273926,-11.412503242492676,-11.47724151611328,-9.897985458374023,-6.20505428314209,-15.868721961975098,-12.943595886230469,-12.913331985473633,-17.08235740661621,-17.876590728759766
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000402.jpg,"['car', 'motorbike']",-9.318316459655762,-2.81854510307312,-11.94296169281006,-10.149720191955566,-11.54350757598877,-9.26202392578125,6.819105625152588,-6.8399658203125,-13.211451530456545,-15.199871063232422,-19.384841918945312,-9.553878784179688,-12.770061492919922,5.53497838973999,-9.577919006347656,-13.276812553405762,-13.818734169006348,-10.504199981689451,-9.488224983215332,-16.570152282714844
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000410.jpg,['dog'],-17.505876541137695,-16.230926513671875,-13.272589683532717,-9.72101879119873,-11.451986312866213,-16.740949630737305,-7.784534931182861,-14.848004341125488,-16.668289184570312,-15.85666847229004,-12.04312801361084,10.417874336242676,-11.910874366760254,-14.531347274780272,-7.414026260375977,-19.4421443939209,-12.636077880859377,-12.59600830078125,-13.883167266845703,-11.765288352966309
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000411.jpg,"['bottle', 'person']",-10.07459545135498,-1.6540894508361816,-12.124524116516112,-9.1683988571167,-5.491039752960205,-12.12596607208252,-8.537942886352539,-12.657535552978516,-16.318347930908203,-7.860905647277832,-10.95490264892578,-6.5091471672058105,-9.250879287719728,-9.211133003234863,16.962671279907227,0.239405870437622,-8.884597778320312,-6.341615676879883,-12.784186363220217,-14.395792961120604
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000412.jpg,['horse'],-13.291525840759276,-12.666096687316896,-11.004761695861816,-6.649143695831299,-15.245139122009276,-14.978821754455566,-7.175948619842529,-12.76657485961914,-14.30882453918457,-12.750144958496094,-8.949892044067383,-12.715760231018066,11.021718978881836,-12.254761695861816,-6.160088062286377,-6.151999950408936,-13.643316268920898,-13.066835403442385,-18.895545959472656,-17.959455490112305
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000414.jpg,['bottle'],-13.532831192016602,-9.5076904296875,6.186822891235352,-15.789040565490724,-11.925793647766112,-17.170631408691406,-15.755227088928224,-8.2130765914917,-7.160456657409668,-12.164143562316896,-13.488459587097168,-1.568598747253418,-12.133345603942873,-10.043094635009766,-11.405406951904297,-15.394765853881836,-9.510004997253418,-12.501323699951172,-17.303102493286133,-13.248492240905762
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000417.jpg,['aeroplane'],10.585052490234377,-15.86679458618164,-14.810257911682127,-14.60128688812256,-14.337180137634276,-10.004075050354004,-9.57050895690918,-12.947580337524414,-12.65033721923828,-14.86719036102295,-13.19853687286377,-17.04588508605957,-15.242368698120115,-16.7523193359375,-12.045228958129885,-12.003923416137695,-14.56600856781006,-13.222650527954102,-12.96742057800293,-13.036535263061523
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000418.jpg,"['person', 'pottedplant', 'sofa']",-17.287555694580078,-12.588837623596191,-18.101051330566406,-16.436904907226562,-4.8227972984313965,-13.796597480773926,-15.373845100402832,-12.943973541259766,2.3595807552337646,-16.450626373291016,-13.48128604888916,-19.21954345703125,-12.26183795928955,-8.281009674072266,13.308971405029297,-6.0919718742370605,-17.108402252197266,-6.358971118927002,-7.755231857299805,-7.863402366638184
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000421.jpg,"['boat', 'person']",-14.485869407653809,-9.79775333404541,-7.925212860107422,-2.1331825256347656,-13.67351245880127,-11.267611503601074,-8.626547813415527,-16.3032169342041,-13.797770500183104,-10.225434303283691,-9.938864707946776,-9.059260368347168,-10.440162658691406,-4.67313814163208,12.0337553024292,-18.34264373779297,-13.73081874847412,-12.832624435424805,-10.369508743286133,-12.657261848449709
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000422.jpg,"['chair', 'pottedplant', 'sofa']",-12.346230506896973,-16.740755081176758,-9.60370635986328,-12.996336936950684,-11.54975414276123,-12.611003875732422,-16.848825454711914,-14.519941329956056,-8.360267639160156,-13.672780990600586,-13.304129600524902,-8.739542961120605,-11.528207778930664,-8.286322593688965,-0.7814968824386597,-7.623916625976562,-13.071710586547852,-1.3199955224990845,-17.217729568481445,-7.293457508087158
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000426.jpg,['bus'],-12.06064224243164,-11.552197456359863,-14.31039333343506,-14.379908561706545,-17.267688751220703,9.753671646118164,-6.521300792694092,-9.51628875732422,-21.8225040435791,-12.493094444274902,-12.541476249694824,-12.33103084564209,-13.9060697555542,-16.9657039642334,-3.941958427429199,-15.145663261413574,-13.833660125732422,-15.39855670928955,-12.702017784118652,-12.903367042541504
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000430.jpg,"['bicycle', 'dog', 'person']",-6.866257190704346,0.129432201385498,-11.049294471740724,-11.699285507202148,-1.4747307300567627,-13.897652626037598,-5.341843605041504,-8.956640243530273,-9.872072219848633,-14.034324645996094,-22.41545867919922,2.682629346847534,-17.411420822143555,-0.7792062163352966,-5.207390308380127,-14.688044548034668,-12.489019393920898,-11.079060554504396,-9.763068199157717,-15.945740699768066
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000435.jpg,['bird'],-15.478217124938965,-14.937455177307127,7.27523946762085,-13.157167434692385,-11.24655818939209,-10.505505561828612,-11.170572280883787,-10.95252513885498,-17.148860931396484,-9.521458625793455,-12.653267860412598,-12.040749549865724,-11.743206024169922,-14.580622673034668,-15.687761306762695,-15.877955436706545,-15.927923202514648,-14.109058380126951,-7.759305000305176,-4.346693515777588
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000440.jpg,['aeroplane'],11.667471885681152,-13.90209674835205,-16.97951889038086,-14.624815940856934,-14.084426879882812,-11.043156623840332,-5.5502471923828125,-12.500873565673828,-17.323820114135742,-11.69297218322754,-17.35992431640625,-15.120097160339355,-12.991719245910645,-14.682900428771973,-11.999639511108398,-14.863835334777832,-12.48286247253418,-13.400397300720217,-11.370509147644045,-16.251487731933594
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000446.jpg,['boat'],-11.45039176940918,-11.17590045928955,-8.567771911621094,-5.4234395027160645,-11.948328971862791,-11.953317642211914,-5.250311374664307,-13.056405067443848,-4.686328411102295,-7.035527229309082,-16.004898071289062,-12.797682762145996,-11.887289047241213,-18.861644744873047,-7.8420610427856445,-15.818105697631836,-8.475706100463867,-15.454296112060549,-2.8218936920166016,-6.092981338500977
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000453.jpg,"['chair', 'person']",-18.040910720825195,-20.67458915710449,-15.720589637756348,-14.676084518432615,-6.03440523147583,-18.0435848236084,-16.860567092895508,-12.60505485534668,0.421292096376419,-11.955487251281738,-5.4836907386779785,-17.826507568359375,-11.57001781463623,-17.891447067260742,10.820442199707031,-11.574872016906738,-14.199216842651367,-11.45098114013672,-16.073017120361328,-13.048277854919434
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000455.jpg,"['bus', 'person']",-11.79713535308838,-6.196309566497803,-10.282057762145996,-12.038836479187012,-16.042692184448242,10.677079200744627,5.67979621887207,-11.365208625793455,-11.074832916259766,-5.415655612945557,-13.850727081298828,-11.264714241027832,-9.049230575561523,-7.876523494720459,-8.167312622070312,-16.281091690063477,-10.064289093017578,-18.822511672973636,-10.314505577087402,-14.74418830871582
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000456.jpg,['person'],-12.65446662902832,-15.862679481506348,-14.89340114593506,-9.34047508239746,-10.18458080291748,-19.498266220092773,-12.382631301879885,-9.350615501403809,-12.234655380249023,-15.999429702758787,-12.747748374938965,-11.35727882385254,-10.788800239562988,-14.329560279846191,18.163450241088867,-15.182450294494627,-15.543767929077148,-8.065796852111816,-12.625347137451172,-9.312091827392578
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000457.jpg,"['bicycle', 'car', 'person']",-13.015021324157717,3.74410629272461,-13.147225379943848,-9.835775375366213,-6.6124701499938965,-0.5326482057571411,2.406064987182617,-12.00351333618164,-11.71238899230957,-10.923051834106444,-15.530282020568848,-10.962745666503906,-8.811555862426758,-1.927204251289368,0.2722939252853393,-7.883710861206055,-9.815224647521973,-9.746156692504885,-9.952505111694336,-15.840319633483888
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000461.jpg,"['bicycle', 'car', 'person']",-16.118070602416992,10.014432907104492,-10.756473541259766,-11.895062446594238,-8.654597282409668,-10.767205238342283,-10.30343246459961,-12.628084182739258,-13.289636611938477,-11.287954330444336,-14.672002792358398,-12.319785118103027,-9.873231887817385,-12.031691551208496,16.29203987121582,-11.04433536529541,-13.890632629394531,-10.870336532592772,-14.67307472229004,-15.11485767364502
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000466.jpg,['cat'],-16.36007308959961,-12.668013572692873,-11.520297050476074,-14.880148887634276,-8.903298377990723,-9.5390625,-9.169097900390623,-12.389458656311035,-15.352447509765623,-12.60874366760254,-15.386589050292969,-11.732831001281738,-17.202503204345703,-11.86352825164795,-14.271502494812012,-12.57958984375,-15.814568519592283,-14.416893005371094,-12.9729642868042,3.4032909870147705
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000469.jpg,['boat'],-14.635870933532717,-11.893525123596191,-8.633306503295898,12.202088356018066,-17.089881896972656,-11.874746322631836,-8.78844165802002,-14.610065460205078,-18.148794174194336,-8.767599105834961,-17.534912109375,-13.312623977661133,-11.145193099975586,-17.530132293701172,-3.2607522010803223,-9.59012508392334,-14.160598754882812,-9.964616775512695,-10.56466579437256,-10.449541091918944
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000472.jpg,['cow'],-12.931363105773926,-11.766963958740234,-14.008008003234863,-11.879660606384276,-4.117537021636963,-11.657034873962402,-11.947309494018556,3.492556571960449,-9.397327423095703,-2.2684760093688965,-12.555941581726074,-1.9006757736206052,-4.49246883392334,-10.9508056640625,-12.401775360107422,-10.57484245300293,-6.020062446594238,-12.833240509033203,-12.790929794311523,-10.786715507507324
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000483.jpg,['chair'],-12.598628997802734,-10.834061622619627,-8.301131248474121,-11.257563591003418,-11.372922897338867,-7.030523300170898,-8.916619300842285,-10.729461669921877,0.7620553970336914,-14.855152130126951,-8.273388862609863,-12.609818458557127,-8.006878852844238,-11.243128776550291,-13.111797332763672,4.481383800506592,-8.014572143554688,-11.196624755859377,-4.741696357727051,-14.41969108581543
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000487.jpg,['sofa'],-8.582399368286133,-11.454024314880373,-9.543205261230469,-6.2950053215026855,-10.813557624816896,-14.162318229675291,-16.19828224182129,-14.156237602233888,-9.461002349853516,-12.736848831176758,-8.372052192687988,-11.135684967041016,-8.751105308532715,-11.581603050231934,-6.0304694175720215,-6.567415237426758,-14.562895774841309,9.900978088378906,-11.35232639312744,-10.127395629882812
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000488.jpg,"['cat', 'pottedplant', 'tvmonitor']",-10.247803688049316,-15.39330768585205,-11.681578636169434,-14.017095565795898,-13.516990661621094,-6.905824184417725,-9.91196632385254,-11.442172050476074,6.634711265563965,-14.849870681762695,-7.0639495849609375,-8.032195091247559,-15.907553672790527,-16.2354793548584,-8.380899429321289,-5.419722557067871,-17.200939178466797,-14.53575038909912,-9.90147304534912,-0.799889087677002
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000496.jpg,"['dog', 'person']",-16.121835708618164,-16.642715454101562,-7.05548620223999,-9.42016315460205,-5.99433708190918,-18.050146102905277,-11.565004348754885,-10.188345909118652,-15.995603561401367,-12.593273162841797,-14.664793968200684,-8.113069534301758,-10.946178436279297,-13.014409065246582,2.177236318588257,-16.557971954345703,4.477572917938232,-10.32608699798584,-11.028434753417969,-13.52451229095459
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000499.jpg,['dog'],-13.111336708068848,-15.690973281860352,-2.7223305702209477,-8.634479522705078,-9.525161743164062,-16.16015625,-20.81805229187012,-7.074210166931152,-5.235673427581787,-14.635538101196287,-10.84715747833252,-1.8017204999923704,-13.89157009124756,-9.20130443572998,-6.030552864074707,-4.26406192779541,-15.61126708984375,-15.997912406921388,-14.61127758026123,-6.6563005447387695
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000501.jpg,['train'],-15.982812881469728,-10.433788299560549,-11.594841957092283,-14.036507606506348,-14.247512817382812,-13.28164005279541,-2.938405036926269,-14.288640975952148,-11.887855529785156,-12.91726779937744,-19.76910400390625,-12.267550468444824,-17.882280349731445,-16.450769424438477,-4.903754711151123,-12.713541984558104,-13.89048194885254,-14.61129379272461,11.43724536895752,-11.168535232543944
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000511.jpg,"['cat', 'person']",-12.766501426696776,-17.82489585876465,-17.280517578125,-13.769926071166992,-11.03367042541504,-13.42344570159912,-8.683165550231934,9.892601013183594,-4.307243347167969,-13.952882766723633,-10.260868072509766,-1.9271478652954104,-15.720346450805664,-14.591297149658203,11.455461502075195,-11.800247192382812,-10.326082229614258,-6.360814571380615,-12.42392635345459,-16.104299545288086
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000512.jpg,['dog'],-14.475383758544922,-16.965721130371094,-13.737397193908691,-11.951949119567873,-11.12172508239746,-18.60420799255371,-12.608842849731444,-12.64906883239746,-13.314669609069824,-15.238407135009766,-11.97901725769043,11.458207130432127,-15.457019805908203,-14.94882583618164,-8.777793884277344,-14.508034706115724,-16.375774383544922,-9.962761878967283,-14.83676815032959,-8.645737648010254
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000513.jpg,['aeroplane'],8.407855033874512,-15.29704475402832,-15.26716136932373,-14.730570793151855,-13.959559440612791,-12.361642837524414,-2.9449784755706787,-14.9080810546875,-18.20857810974121,-12.083086013793944,-17.28560447692871,-13.696288108825684,-11.926151275634766,-17.21796989440918,-11.32200813293457,-16.594533920288086,-12.318463325500488,-16.182804107666016,-7.895338535308838,-16.431203842163086
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000516.jpg,['boat'],-13.372859001159668,-13.081299781799316,-9.389784812927246,12.316054344177246,-15.039795875549316,-8.514839172363281,-9.588400840759276,-15.663000106811523,-14.149011611938477,-11.156928062438965,-13.20907497406006,-13.445473670959473,-14.501747131347656,-14.470255851745604,-3.024830102920532,-12.59941577911377,-12.176888465881348,-13.44163703918457,-12.344449043273926,-13.377486228942873
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000519.jpg,"['bus', 'person']",-12.512494087219238,-5.577758312225342,-15.061654090881348,-12.818326950073242,-16.79449462890625,8.76497745513916,-2.8022689819335938,-13.611065864562988,-18.95963478088379,-12.344711303710938,-16.135984420776367,-14.930335998535156,-12.370039939880373,-16.110584259033203,-5.034587383270264,-13.512358665466309,-15.152708053588867,-16.073345184326172,-9.452113151550291,-12.010395050048828
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000523.jpg,['car'],-7.511891365051269,-10.828091621398926,-12.184471130371094,-7.627268314361572,-11.888364791870115,-12.457334518432615,9.742762565612791,-2.9041244983673096,-8.604446411132812,-7.319205284118652,-3.309983253479004,-4.300657749176025,-11.467583656311035,-11.686567306518556,-5.635210990905762,-2.976475715637207,-12.21866226196289,-6.312186241149902,-9.432242393493652,-5.251956939697266
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000526.jpg,['pottedplant'],-18.82077980041504,-11.077432632446287,-12.405837059020996,-9.355834007263184,-13.694726943969728,-9.69295597076416,-3.874184846878052,-7.61534833908081,-8.673532485961914,-14.025346755981444,-11.229918479919434,-10.534464836120604,-12.66795825958252,-9.519896507263184,-14.449934005737305,4.562707424163818,-8.791831970214844,-10.253313064575195,-10.536559104919434,-14.381182670593262
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000536.jpg,['bird'],-16.897573471069336,-12.357329368591309,8.277530670166016,-7.6336493492126465,-14.994277954101562,-13.738862991333008,-15.705349922180176,-12.365374565124512,-17.122493743896484,-13.336344718933104,-17.014087677001953,-10.33923053741455,-14.51564598083496,-14.279777526855469,-10.216841697692873,-20.29783821105957,-17.12912940979004,-10.630548477172852,-18.550861358642575,-17.22877311706543
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000542.jpg,"['car', 'person']",-17.13604736328125,-4.364983558654785,-13.669270515441896,-4.523950099945068,-12.133350372314451,-13.641758918762209,8.003158569335938,-12.288768768310549,-9.853368759155272,-11.105597496032717,-12.236669540405272,-12.214188575744627,-9.878347396850586,-1.438544750213623,-7.868056297302246,-9.847489356994627,-12.451122283935549,-13.239538192749023,-16.35916519165039,-16.39771270751953
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000545.jpg,['aeroplane'],11.481049537658691,-16.297801971435547,-15.325629234313965,-14.623948097229004,-15.870415687561035,-12.611101150512695,-7.346302032470703,-14.011845588684082,-15.787897109985352,-12.272451400756836,-16.69179916381836,-14.248978614807127,-14.370375633239746,-15.120830535888672,-9.527377128601074,-16.781110763549805,-11.718969345092772,-14.063400268554688,-12.44196891784668,-17.0650634765625
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000549.jpg,['tvmonitor'],-9.553109169006348,-13.36766529083252,-10.370539665222168,-10.246901512145996,-10.67260456085205,-13.338010787963867,-13.868756294250488,-13.35979175567627,-6.479117393493652,-12.749881744384766,-15.527745246887209,-11.592110633850098,-14.655173301696776,-13.119736671447754,-8.86104965209961,-12.114235877990724,-12.69611930847168,-10.938904762268066,-14.255141258239746,12.097882270812988
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000550.jpg,"['dog', 'person']",-15.54377555847168,-16.956884384155273,-6.165750503540039,-13.724833488464355,-14.67334270477295,-16.240583419799805,-23.19337654113769,-5.6061530113220215,-11.753480911254885,-7.709592819213867,-14.288287162780762,6.004533767700195,-9.015705108642578,-8.427054405212402,-5.527886390686035,-11.174697875976562,-15.11648941040039,-12.889281272888184,-11.189233779907228,-10.55474090576172
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000552.jpg,"['bottle', 'chair', 'person', 'tvmonitor']",-15.362299919128418,-11.772092819213867,-11.955810546875,-17.89828872680664,-11.869671821594238,-17.491310119628906,-11.04202651977539,-3.554893732070923,10.555892944335938,-14.67782974243164,-10.172008514404297,-12.89659595489502,-16.436824798583984,-9.995906829833984,8.637506484985352,-12.4191255569458,-14.220773696899414,-4.333358287811279,-11.262953758239746,-11.244004249572754
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000558.jpg,['bus'],-12.59475040435791,-12.872352600097656,-10.29818058013916,-6.761947154998779,-11.45950984954834,3.8529107570648193,-0.5902281999588013,-13.025270462036133,-14.788053512573242,-10.963418006896973,-13.844515800476074,-9.377480506896973,-10.712080001831056,-10.93851375579834,-4.67193078994751,-9.124547004699709,-10.872800827026367,-15.367884635925291,-10.108623504638672,-9.722107887268066
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000559.jpg,['cow'],-15.82149600982666,-12.50107479095459,-6.063078880310059,-14.949126243591309,-16.354206085205078,-12.009844779968262,-17.40131378173828,-15.75656032562256,-10.195114135742188,-2.564476490020752,-15.119950294494627,-12.209124565124512,-1.0090731382369995,-15.8087797164917,-5.032420635223389,-11.23958969116211,-14.68968391418457,-16.417861938476562,-16.171733856201172,-17.267929077148438
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000563.jpg,"['person', 'sofa']",-14.25620174407959,-12.740559577941896,-16.91025161743164,-11.562155723571776,-8.498255729675293,-12.379010200500488,-11.669260025024414,-6.2151641845703125,-8.420280456542969,-13.035873413085938,-20.021759033203125,-9.850444793701172,-9.613224029541016,-12.86891269683838,10.818961143493652,-12.037949562072754,-13.60168743133545,7.231142997741699,-7.830553531646728,-11.69572925567627
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000566.jpg,['cat'],-14.552215576171877,-15.8224458694458,-12.83721160888672,-14.891560554504396,-14.80695343017578,-15.865866661071776,-13.745091438293455,12.293195724487305,-17.36736297607422,-13.470331192016602,-16.578258514404297,-15.823217391967772,-17.832693099975586,-14.10838222503662,-15.907867431640623,-13.86154842376709,-16.492351531982422,-14.118257522583008,-12.533660888671877,-13.090022087097168
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000568.jpg,"['bus', 'car']",-16.06389617919922,-16.190237045288086,-16.61000633239746,-12.051743507385254,-15.521025657653809,1.5144590139389038,-1.3003370761871338,-15.572093963623049,-13.655523300170898,-15.910293579101562,-14.223607063293455,-16.935344696044922,-14.303689002990724,-15.741633415222168,-9.582916259765623,-13.249327659606934,-12.981264114379885,-10.867000579833984,-4.719385623931885,-13.922080039978027
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000573.jpg,"['bicycle', 'bottle']",-10.017171859741213,13.246037483215332,-8.175333023071289,-9.61870574951172,-4.667698383331299,-3.314976453781128,-2.267123222351074,-14.664410591125488,-7.624181270599365,-10.13168716430664,-11.730975151062012,-15.638089179992676,-10.248509407043455,-16.33519744873047,-8.320276260375977,-6.887195110321045,-14.049782752990724,-10.59681224822998,-10.836285591125488,-14.868791580200195
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000574.jpg,['cow'],-13.522188186645508,-13.317172050476074,-9.779728889465332,-10.785113334655762,-11.01235008239746,-13.85617733001709,-15.21577262878418,-15.157371520996094,-13.82444667816162,6.014348030090332,-13.54079818725586,-13.17375373840332,-11.080629348754885,-17.100217819213867,-12.483612060546877,-14.760210037231444,-9.738407135009766,-11.824274063110352,-10.42236042022705,-13.017794609069824
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000590.jpg,"['chair', 'pottedplant']",-18.0178279876709,-6.969060897827148,-6.729097366333008,-11.550925254821776,-11.018075942993164,-9.80271816253662,-9.9680757522583,-13.340702056884766,-0.3516829907894134,-12.293816566467283,-12.435490608215332,-15.758935928344728,-12.035515785217283,-9.73220920562744,-15.85915184020996,-0.4480540752410888,-14.193572998046877,-14.930387496948242,-11.635628700256348,-10.07608699798584
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000593.jpg,['dog'],-11.943632125854492,-18.69927978515625,-12.490076065063477,-12.112011909484863,-13.084214210510254,-18.045663833618164,-7.162432670593262,-7.161712646484375,-7.809108734130859,-14.180636405944824,-13.507120132446287,9.516972541809082,-17.172908782958984,-12.957025527954102,-16.761960983276367,-11.699442863464355,-9.963114738464355,-11.845794677734377,-15.433720588684082,-16.716936111450195
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000597.jpg,['train'],-7.493006706237793,-10.221362113952637,-8.063787460327148,-9.06558609008789,-13.13166332244873,-8.066607475280762,-2.5703816413879395,-14.050453186035156,-3.901937484741211,-8.825403213500977,-14.508912086486816,-12.383760452270508,-13.320497512817385,-8.372471809387207,-1.9763683080673216,-5.952646732330322,-11.003849029541016,-18.209814071655277,-5.163133144378662,-7.3319926261901855
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2009_000606.jpg,['person'],-17.990907669067383,-20.19715690612793,-6.088476657867432,-11.777227401733398,-14.811408042907717,-20.26588630676269,-15.40071964263916,-6.1731696128845215,-9.060291290283203,-10.759220123291016,-18.0317497253418,-0.127443641424179,-11.109743118286133,-13.395346641540527,5.899308204650879,-14.90584659576416,-14.148794174194336,-10.79119873046875,-14.950703620910645,-14.076045036315918
